kb_id,chunk_type,title,base_food_name,aliases,category,meal_time,diet_tags,health_tags,budget_myr_per_serving,calories,carbohydrates_g,protein_g,fat_g,fibre_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg_estimated,iron_mg_estimated,glycemic_index,halal,vegan,lactose_free,soy_free,nut_free,coconut_free,shellfish_free,recommendation,avoid_reason,modifications,cheaper_alternatives,meal_plan_notes,rag_text,source,confidence
kb_08347,condition_food_rule,Lactose Intolerance - Dragon Fruit with Peanut Butter,Dragon Fruit with Peanut Butter,dragon fruit peanut butter,Snack,,lactose_intolerance,"lactose_intolerance, low sodium, moderate potassium, low phosphorus, better choice, low purine choice",2.5,135.0,23.5,3.5,3.5,5.5,13.0,27.0,290.0,105.5,0.6,38.0,yes,yes,yes,yes,no,yes,yes,"For lactose intolerance, Dragon Fruit with Peanut Butter is usually suitable; avoid milk, condensed milk, dairy desserts",,"For lactose intolerance, Dragon Fruit with Peanut Butter is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Dragon Fruit with Peanut Butter. For lactose intolerance, Dragon Fruit with Peanut Butter is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08348,condition_food_rule,Muscle Gain - Dragon Fruit with Peanut Butter,Dragon Fruit with Peanut Butter,dragon fruit peanut butter,Snack,,muscle_gain,"muscle_gain, low sodium, moderate potassium, low phosphorus, better choice, low purine choice",2.5,135.0,23.5,3.5,3.5,5.5,13.0,27.0,290.0,105.5,0.6,38.0,yes,yes,yes,yes,no,yes,yes,"For muscle gain, Dragon Fruit with Peanut Butter has 3.5 g protein and about 135.0 kcal. Use higher-protein options acro",,"For muscle gain, Dragon Fruit with Peanut Butter has 3.5 g protein and about 135.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Dragon Fruit with Peanut Butter. For muscle gain, Dragon Fruit with Peanut Butter has 3.5 g protein and about 135.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08349,condition_food_rule,Fat Loss - Dragon Fruit with Peanut Butter,Dragon Fruit with Peanut Butter,dragon fruit peanut butter,Snack,,fat_loss,"fat_loss, low sodium, moderate potassium, low phosphorus, better choice, low purine choice",2.5,135.0,23.5,3.5,3.5,5.5,13.0,27.0,290.0,105.5,0.6,38.0,yes,yes,yes,yes,no,yes,yes,"For fat loss, Dragon Fruit with Peanut Butter provides about 135.0 kcal. Prefer high protein, high fibre and lower-oil v",,"For fat loss, Dragon Fruit with Peanut Butter provides about 135.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Dragon Fruit with Peanut Butter. For fat loss, Dragon Fruit with Peanut Butter provides about 135.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08350,condition_food_rule,Vegan Keto - Dragon Fruit with Peanut Butter,Dragon Fruit with Peanut Butter,dragon fruit peanut butter,Snack,,vegan_keto,"vegan_keto, low sodium, moderate potassium, low phosphorus, better choice, low purine choice",2.5,135.0,23.5,3.5,3.5,5.5,13.0,27.0,290.0,105.5,0.6,38.0,yes,yes,yes,yes,no,yes,yes,"For vegan keto, Dragon Fruit with Peanut Butter has 23.5 g carbs and 3.5 g protein. It is vegan and too high in carbs fo",,"For vegan keto, Dragon Fruit with Peanut Butter has 23.5 g carbs and 3.5 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult.",,,"Condition rule: vegan keto and Dragon Fruit with Peanut Butter. For vegan keto, Dragon Fruit with Peanut Butter has 23.5 g carbs and 3.5 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult. Use this row when the query mentions vegan keto, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08351,condition_food_rule,Hypertension - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,hypertension,"hypertension, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For hypertension, Watermelon with Plain Yogurt is better choice because sodium is about 47 mg per serving. Choose less s",,"For hypertension, Watermelon with Plain Yogurt is better choice because sodium is about 47 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions.",,,"Condition rule: hypertension and Watermelon with Plain Yogurt. For hypertension, Watermelon with Plain Yogurt is better choice because sodium is about 47 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions. Use this row when the query mentions hypertension, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08352,condition_food_rule,Diabetes - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,diabetes,"diabetes, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For diabetes, Watermelon with Plain Yogurt is limit portion because carbohydrate is about 18.0 g and GI is 60.0. Keep ca",,"For diabetes, Watermelon with Plain Yogurt is limit portion because carbohydrate is about 18.0 g and GI is 60.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks.",,,"Condition rule: diabetes and Watermelon with Plain Yogurt. For diabetes, Watermelon with Plain Yogurt is limit portion because carbohydrate is about 18.0 g and GI is 60.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks. Use this row when the query mentions diabetes, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08353,condition_food_rule,Ckd - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,ckd,"ckd, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For chronic kidney disease, Watermelon with Plain Yogurt is use small portion / check with dietitian. Estimated sodium 4",,"For chronic kidney disease, Watermelon with Plain Yogurt is use small portion / check with dietitian. Estimated sodium 47 mg, potassium 350 mg and phosphorus 138 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian.",,,"Condition rule: ckd and Watermelon with Plain Yogurt. For chronic kidney disease, Watermelon with Plain Yogurt is use small portion / check with dietitian. Estimated sodium 47 mg, potassium 350 mg and phosphorus 138 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian. Use this row when the query mentions ckd, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08354,condition_food_rule,Gout - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,gout,"gout, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For gout, Watermelon with Plain Yogurt is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ me",,"For gout, Watermelon with Plain Yogurt is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks.",,,"Condition rule: gout and Watermelon with Plain Yogurt. For gout, Watermelon with Plain Yogurt is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks. Use this row when the query mentions gout, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08355,condition_food_rule,Iron Deficiency - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,iron_deficiency,"iron_deficiency, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For iron deficiency, Watermelon with Plain Yogurt is not a main iron source with estimated iron about 0.6 mg. Pair plant",,"For iron deficiency, Watermelon with Plain Yogurt is not a main iron source with estimated iron about 0.6 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals.",,,"Condition rule: iron deficiency and Watermelon with Plain Yogurt. For iron deficiency, Watermelon with Plain Yogurt is not a main iron source with estimated iron about 0.6 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals. Use this row when the query mentions iron deficiency, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08356,condition_food_rule,Lactose Intolerance - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,lactose_intolerance,"lactose_intolerance, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For lactose intolerance, Watermelon with Plain Yogurt is not suitable unless lactose-free; avoid milk, condensed milk, d",,"For lactose intolerance, Watermelon with Plain Yogurt is not suitable unless lactose-free; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Watermelon with Plain Yogurt. For lactose intolerance, Watermelon with Plain Yogurt is not suitable unless lactose-free; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08357,condition_food_rule,Muscle Gain - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,muscle_gain,"muscle_gain, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For muscle gain, Watermelon with Plain Yogurt has 6.0 g protein and about 110.0 kcal. Use higher-protein options across ",,"For muscle gain, Watermelon with Plain Yogurt has 6.0 g protein and about 110.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Watermelon with Plain Yogurt. For muscle gain, Watermelon with Plain Yogurt has 6.0 g protein and about 110.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08358,condition_food_rule,Fat Loss - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,fat_loss,"fat_loss, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For fat loss, Watermelon with Plain Yogurt provides about 110.0 kcal. Prefer high protein, high fibre and lower-oil vers",,"For fat loss, Watermelon with Plain Yogurt provides about 110.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Watermelon with Plain Yogurt. For fat loss, Watermelon with Plain Yogurt provides about 110.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08359,condition_food_rule,Vegan Keto - Watermelon with Plain Yogurt,Watermelon with Plain Yogurt,watermelon yogurt,Snack,,vegan_keto,"vegan_keto, low sodium, high potassium, moderate phosphorus, limit portion, low purine choice",0.2,110.0,18.0,6.0,2.2,1.0,14.0,47.0,350.0,138.0,0.6,60.0,yes,no,no,yes,yes,yes,yes,"For vegan keto, Watermelon with Plain Yogurt has 18.0 g carbs and 6.0 g protein. It is not vegan and too high in carbs f",,"For vegan keto, Watermelon with Plain Yogurt has 18.0 g carbs and 6.0 g protein. It is not vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult.",,,"Condition rule: vegan keto and Watermelon with Plain Yogurt. For vegan keto, Watermelon with Plain Yogurt has 18.0 g carbs and 6.0 g protein. It is not vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult. Use this row when the query mentions vegan keto, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08360,condition_food_rule,Hypertension - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,hypertension,"hypertension, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For hypertension, Watermelon with Peanut Butter is better choice because sodium is about 27 mg per serving. Choose less ",,"For hypertension, Watermelon with Peanut Butter is better choice because sodium is about 27 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions.",,,"Condition rule: hypertension and Watermelon with Peanut Butter. For hypertension, Watermelon with Peanut Butter is better choice because sodium is about 27 mg per serving. Choose less sauce/gravy, no extra kicap/sambal, and prefer boiled, steamed or grilled versions. Use this row when the query mentions hypertension, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08361,condition_food_rule,Diabetes - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,diabetes,"diabetes, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For diabetes, Watermelon with Peanut Butter is limit portion because carbohydrate is about 12.5 g and GI is 60.0. Keep c",,"For diabetes, Watermelon with Peanut Butter is limit portion because carbohydrate is about 12.5 g and GI is 60.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks.",,,"Condition rule: diabetes and Watermelon with Peanut Butter. For diabetes, Watermelon with Peanut Butter is limit portion because carbohydrate is about 12.5 g and GI is 60.0. Keep carbohydrate portions controlled, pair with vegetables and protein, and avoid sweet drinks. Use this row when the query mentions diabetes, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08362,condition_food_rule,Ckd - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,ckd,"ckd, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For chronic kidney disease, Watermelon with Peanut Butter is use small portion / check with dietitian. Estimated sodium ",,"For chronic kidney disease, Watermelon with Peanut Butter is use small portion / check with dietitian. Estimated sodium 27 mg, potassium 210 mg and phosphorus 92 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian.",,,"Condition rule: ckd and Watermelon with Peanut Butter. For chronic kidney disease, Watermelon with Peanut Butter is use small portion / check with dietitian. Estimated sodium 27 mg, potassium 210 mg and phosphorus 92 mg. CKD limits depend on blood tests, so use this only as a screening rule and confirm with a renal dietitian. Use this row when the query mentions ckd, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08363,condition_food_rule,Gout - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,gout,"gout, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For gout, Watermelon with Peanut Butter is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ m",,"For gout, Watermelon with Peanut Butter is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks.",,,"Condition rule: gout and Watermelon with Peanut Butter. For gout, Watermelon with Peanut Butter is a low purine choice. Reduce high-purine seafood, anchovies, sardines, organ meat and large portions of red meat. Drink water and avoid sugary drinks. Use this row when the query mentions gout, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08364,condition_food_rule,Iron Deficiency - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,iron_deficiency,"iron_deficiency, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For iron deficiency, Watermelon with Peanut Butter is not a main iron source with estimated iron about 0.6 mg. Pair plan",,"For iron deficiency, Watermelon with Peanut Butter is not a main iron source with estimated iron about 0.6 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals.",,,"Condition rule: iron deficiency and Watermelon with Peanut Butter. For iron deficiency, Watermelon with Peanut Butter is not a main iron source with estimated iron about 0.6 mg. Pair plant iron foods with vitamin C fruit like guava or orange; avoid tea/coffee directly with iron-rich meals. Use this row when the query mentions iron deficiency, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08365,condition_food_rule,Lactose Intolerance - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,lactose_intolerance,"lactose_intolerance, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For lactose intolerance, Watermelon with Peanut Butter is usually suitable; avoid milk, condensed milk, dairy desserts a",,"For lactose intolerance, Watermelon with Peanut Butter is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives.",,,"Condition rule: lactose intolerance and Watermelon with Peanut Butter. For lactose intolerance, Watermelon with Peanut Butter is usually suitable; avoid milk, condensed milk, dairy desserts and teh tarik unless using lactose-free alternatives. Use this row when the query mentions lactose intolerance, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08366,condition_food_rule,Muscle Gain - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,muscle_gain,"muscle_gain, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For muscle gain, Watermelon with Peanut Butter has 2.5 g protein and about 80.0 kcal. Use higher-protein options across ",,"For muscle gain, Watermelon with Peanut Butter has 2.5 g protein and about 80.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated.",,,"Condition rule: muscle gain and Watermelon with Peanut Butter. For muscle gain, Watermelon with Peanut Butter has 2.5 g protein and about 80.0 kcal. Use higher-protein options across breakfast, lunch, dinner and snacks; budget protein choices include eggs, chicken, tuna, tofu/tempeh if allowed, and legumes if tolerated. Use this row when the query mentions muscle gain, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08367,condition_food_rule,Fat Loss - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,fat_loss,"fat_loss, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For fat loss, Watermelon with Peanut Butter provides about 80.0 kcal. Prefer high protein, high fibre and lower-oil vers",,"For fat loss, Watermelon with Peanut Butter provides about 80.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks.",,,"Condition rule: fat loss and Watermelon with Peanut Butter. For fat loss, Watermelon with Peanut Butter provides about 80.0 kcal. Prefer high protein, high fibre and lower-oil versions; avoid oversized rice/noodle portions and sugary drinks. Use this row when the query mentions fat loss, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_08368,condition_food_rule,Vegan Keto - Watermelon with Peanut Butter,Watermelon with Peanut Butter,watermelon peanut butter,Snack,,vegan_keto,"vegan_keto, low sodium, moderate potassium, low phosphorus, limit portion, low purine choice",0.2,80.0,12.5,2.5,3.2,1.5,9.0,27.0,210.0,92.5,0.6,60.0,yes,yes,yes,yes,no,yes,yes,"For vegan keto, Watermelon with Peanut Butter has 12.5 g carbs and 2.5 g protein. It is vegan and too high in carbs for ",,"For vegan keto, Watermelon with Peanut Butter has 12.5 g carbs and 2.5 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult.",,,"Condition rule: vegan keto and Watermelon with Peanut Butter. For vegan keto, Watermelon with Peanut Butter has 12.5 g carbs and 2.5 g protein. It is vegan and too high in carbs for strict keto; soy/nut/coconut restrictions make high-protein vegan keto very difficult. Use this row when the query mentions vegan keto, meal planning, ranking, comparison, avoiding foods, budget or Malaysian stall/convenience-store eating. If the user has multiple conditions, combine the strictest limits: low sodium for hypertension/CKD, controlled carbs for diabetes/keto, low purines for gout, lactose-free for lactose intolerance, shellfish-free for allergy, and adequate iron/protein only within kidney limits.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
